Cenário_da_violação;Frequência;Início_das_violações;Grupo_vulnerável;Relação_vítima_suspeito;Sexo_da_vítima;Faixa_etária_da_vítima;Deficiência_da_vítima;Município_da_vítima;Raça_Cor_da_vítima;Sexo_do_suspeito;Faixa_etária_do_suspeito;Raça_Cor_do_suspeito;violacao
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;75 A 79 ANOS;NÃO;3303500 | NOVA IGUAÇU;BRANCA;MASCULINO;14 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;75 A 79 ANOS;NÃO;3303500 | NOVA IGUAÇU;BRANCA;MASCULINO;14 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;75 A 79 ANOS;NÃO;3303500 | NOVA IGUAÇU;BRANCA;MASCULINO;14 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;75 A 79 ANOS;NÃO;3303500 | NOVA IGUAÇU;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;75 A 79 ANOS;NÃO;3303500 | NOVA IGUAÇU;BRANCA;MASCULINO;14 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA POPULAÇÃO LGBTQIA+;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA POPULAÇÃO LGBTQIA+;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA POPULAÇÃO LGBTQIA+;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>FÍSICA>OUTROS
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>FÍSICA>OUTROS
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA POPULAÇÃO LGBTQIA+;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-ESPOSA(O);MASCULINO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;LIBERDADE>DIREITOS INDIVIDUAIS>STALKING
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;CUNHADO(A);MASCULINO;65 A 69 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;CUNHADO(A);MASCULINO;65 A 69 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;CUNHADO(A);MASCULINO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;25 A 29 ANOS;BRANCA;LIBERDADE>DIREITOS INDIVIDUAIS>STALKING
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;MÃE;FEMININO;17 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;MÃE;FEMININO;17 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;MÃE;FEMININO;17 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;MÃE;FEMININO;17 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3302502 | MAGÉ;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3302502 | MAGÉ;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3302502 | MAGÉ;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3302502 | MAGÉ;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3302502 | MAGÉ;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;VIDA>SUICÍDIO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;45 A 49 ANOS;BRANCA;VIDA>SUICÍDIO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-COMPANHEIRO(A);MASCULINO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;30 A 34 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INJÚRIA
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-COMPANHEIRO(A);MASCULINO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;30 A 34 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-COMPANHEIRO(A);MASCULINO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;30 A 34 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-COMPANHEIRO(A);MASCULINO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;30 A 34 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-COMPANHEIRO(A);MASCULINO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;30 A 34 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET);OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;EX-COMPANHEIRO(A);MASCULINO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;30 A 34 ANOS;PARDA;LIBERDADE>DIREITOS INDIVIDUAIS>AUTONOMIA DE VONTADE
LOCAL DE TRABALHO DO AGRESSOR;OCASIONALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;FUNCIONÁRIO, VOLUNTÁRIO OU PRESTADOR DE SERVIÇO PARA INSTITUIÇÃO;FEMININO;80 A 84 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
LOCAL DE TRABALHO DO AGRESSOR;OCASIONALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;FUNCIONÁRIO, VOLUNTÁRIO OU PRESTADOR DE SERVIÇO PARA INSTITUIÇÃO;FEMININO;80 A 84 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
LOCAL DE TRABALHO DO AGRESSOR;OCASIONALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;FUNCIONÁRIO, VOLUNTÁRIO OU PRESTADOR DE SERVIÇO PARA INSTITUIÇÃO;FEMININO;80 A 84 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
LOCAL DE TRABALHO DO AGRESSOR;OCASIONALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;FUNCIONÁRIO, VOLUNTÁRIO OU PRESTADOR DE SERVIÇO PARA INSTITUIÇÃO;FEMININO;80 A 84 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>OUTROS
LOCAL DE TRABALHO DO AGRESSOR;OCASIONALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;FUNCIONÁRIO, VOLUNTÁRIO OU PRESTADOR DE SERVIÇO PARA INSTITUIÇÃO;FEMININO;80 A 84 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
LOCAL DE TRABALHO DO AGRESSOR;OCASIONALMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;FUNCIONÁRIO, VOLUNTÁRIO OU PRESTADOR DE SERVIÇO PARA INSTITUIÇÃO;FEMININO;80 A 84 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3300456 | BELFORD ROXO;PARDA;FEMININO;55 A 59 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3300456 | BELFORD ROXO;PARDA;FEMININO;55 A 59 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3300456 | BELFORD ROXO;PARDA;FEMININO;55 A 59 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3300456 | BELFORD ROXO;PARDA;FEMININO;55 A 59 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;SEMANALMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
